accuracy,performanceScore,totalTime,averageReactionTime,incorrectAnswers,currentDifficulty,recentAvgAccuracy,recentAvgPerformance,trendScore,gamesOnCurrentLevel,recommendation
0.656,66.9,63.4,1.98,5,2,0.633,76.7,-0.267,1,maintain
0.418,35.9,134.3,3.38,13,8,0.55,27.4,-0.249,2,downgrade
0.306,20.1,99.4,3.66,3,1,0.84,79.9,-0.128,3,maintain
0.833,87.1,85.5,1.87,6,5,0.906,79.4,-0.041,6,upgrade
0.595,55.0,99.3,2.6,8,3,0.84,53.4,0.05,10,maintain
0.34,9.2,125.1,3.46,17,2,0.471,34.6,-0.165,7,downgrade
0.623,63.4,116.5,2.84,9,8,0.586,73.9,-0.001,3,maintain
0.795,92.5,67.6,2.16,3,4,0.912,80.5,0.117,8,upgrade
0.226,38.8,131.3,2.94,17,2,0.467,52.4,-0.147,2,downgrade
0.772,68.0,81.4,2.52,4,1,0.873,89.2,0.102,1,maintain
0.664,51.1,104.9,2.85,4,3,0.565,67.5,-0.121,2,maintain
0.966,81.5,36.4,1.42,0,2,0.931,87.7,-0.025,5,upgrade
0.205,55.8,163.6,3.21,11,8,0.05,61.6,-0.214,3,downgrade
0.96,73.4,55.8,2.49,0,5,0.847,86.9,-0.059,4,upgrade
0.926,92.8,76.7,1.97,2,6,0.891,89.5,0.275,4,upgrade
0.266,23.5,150.2,3.91,16,8,0.12,24.3,-0.394,3,downgrade
0.364,46.2,108.9,3.07,13,6,0.305,48.3,-0.384,1,downgrade
0.886,76.0,78.1,2.38,4,7,0.912,87.5,0.088,9,upgrade
0.217,21.9,94.7,3.48,15,3,0.298,42.1,-0.034,8,downgrade
0.835,82.7,63.3,1.57,3,5,0.898,88.2,-0.03,8,upgrade
0.808,61.6,86.3,2.83,2,1,0.797,79.3,0.119,6,maintain
0.92,75.7,57.7,1.89,0,1,0.585,57.7,0.003,4,maintain
0.599,81.2,94.4,2.79,8,4,0.84,66.8,-0.351,9,maintain
0.89,100,62.7,2.01,5,4,0.877,91.0,-0.012,4,upgrade
0.902,78.2,69.6,2.24,3,6,0.944,94.9,0.142,3,upgrade
0.5,85.0,136.7,2.53,13,8,0.623,63.6,-0.117,1,maintain
0.688,71.0,88.6,1.77,10,4,0.727,78.9,-0.218,10,maintain
0.935,81.4,60.9,1.87,0,2,0.971,81.1,0.012,7,upgrade
0.432,23.3,108.0,3.11,10,4,0.428,38.2,0.076,8,downgrade
0.465,33.1,85.4,3.2,5,5,0.493,44.5,-0.201,7,downgrade
0.303,31.6,112.9,3.26,7,8,0.261,44.9,-0.294,6,downgrade
0.92,56.3,131.1,3.3,1,7,0.84,50.4,-0.168,3,maintain
0.811,87.6,76.6,1.74,5,3,0.85,87.4,-0.064,2,maintain
0.81,79.9,69.0,1.81,3,1,0.914,78.7,0.006,1,maintain
0.975,85.5,79.9,2.11,0,7,0.884,90.7,0.055,10,upgrade
0.819,84.9,77.3,2.3,5,6,0.932,88.4,0.023,10,upgrade
0.301,27.9,142.9,3.0,14,3,0.354,45.7,-0.298,8,downgrade
0.936,98.2,54.6,1.8,0,5,0.908,95.4,0.124,6,upgrade
0.828,75.7,91.2,2.23,4,2,0.858,90.5,-0.041,4,upgrade
0.757,50.4,130.2,3.41,6,6,0.742,74.4,-0.083,7,maintain
0.605,59.9,97.9,2.45,8,1,0.608,54.9,0.018,8,maintain
0.219,46.3,103.6,2.78,13,4,0.147,28.1,-0.064,1,downgrade
0.374,12.6,158.0,3.74,14,2,0.343,11.0,0.105,6,downgrade
0.186,22.8,148.6,3.8,14,6,0.296,19.5,0.21,4,downgrade
0.913,88.5,87.2,1.96,3,4,0.875,79.6,-0.023,3,upgrade
0.162,28.7,137.4,3.55,11,4,0.073,43.9,-0.037,1,downgrade
0.447,47.7,107.6,2.57,7,7,0.554,76.7,-0.05,4,downgrade
0.855,77.5,60.1,1.97,3,1,0.863,91.1,0.146,7,upgrade
0.248,31.6,165.3,3.55,14,7,0.245,30.8,-0.029,2,downgrade
0.944,92.0,46.1,1.85,0,1,0.92,71.3,0.011,3,upgrade
0.367,47.6,144.7,3.21,14,6,0.543,25.1,0.035,4,downgrade
0.91,88.1,58.2,2.02,4,3,0.873,73.6,0.087,6,upgrade
0.255,21.5,126.9,4.05,13,7,0.25,32.2,-0.218,5,downgrade
0.695,65.8,91.2,2.71,4,8,0.734,45.4,0.032,3,maintain
0.407,63.4,121.2,2.67,15,8,0.297,59.6,-0.287,2,downgrade
0.78,21.4,76.8,3.84,2,2,0.85,37.9,-0.203,2,downgrade
0.235,21.5,126.0,3.6,13,3,0.462,29.9,-0.266,7,downgrade
0.415,29.3,172.6,3.55,9,6,0.522,42.9,-0.075,2,downgrade
0.698,54.7,105.0,2.69,8,4,0.625,69.2,-0.235,6,maintain
0.193,62.6,100.8,2.8,12,2,0.057,61.0,0.137,5,downgrade
0.782,81.9,78.0,2.24,7,5,0.888,85.6,0.011,5,upgrade
0.704,72.6,93.1,2.4,3,1,0.84,55.7,-0.089,10,maintain
0.843,80.2,67.9,1.94,0,8,0.96,91.3,-0.002,1,maintain
0.655,72.5,119.0,2.73,5,7,0.633,77.3,0.056,3,maintain
0.47,37.5,158.5,3.59,8,8,0.453,12.7,-0.043,7,downgrade
0.257,17.2,170.0,4.2,13,6,0.285,26.9,-0.459,2,downgrade
0.872,55.4,107.5,3.12,0,8,0.657,61.9,0.071,2,maintain
0.836,77.8,61.8,2.0,4,2,0.814,93.1,0.009,3,upgrade
0.823,58.2,95.7,2.51,4,2,0.84,63.8,-0.27,7,maintain
0.449,11.4,142.7,3.97,2,7,0.362,5.2,-0.312,4,downgrade
1.0,85.2,44.8,1.8,0,1,0.878,68.7,-0.082,10,upgrade
1.0,80.2,72.6,1.78,2,3,0.889,95.4,0.004,9,upgrade
0.597,68.9,85.3,2.33,7,4,0.84,63.7,0.156,2,maintain
0.754,66.9,64.6,2.12,3,1,0.857,91.7,-0.254,4,maintain
0.889,65.1,73.3,2.55,4,2,0.866,82.7,0.147,2,maintain
0.32,44.0,104.5,2.8,8,4,0.302,75.0,0.022,2,downgrade
0.251,39.5,134.8,3.02,15,3,0.455,49.2,-0.308,7,downgrade
0.99,100,59.3,1.25,4,4,0.92,81.1,0.218,6,upgrade
0.3,46.1,124.4,2.89,12,4,0.395,25.7,-0.017,7,downgrade
0.432,27.1,105.7,3.9,9,5,0.341,27.7,-0.151,6,downgrade
0.888,83.6,56.2,2.04,2,1,0.936,81.1,0.1,6,upgrade
0.881,50.1,57.8,2.67,1,4,0.84,71.0,0.072,3,maintain
0.867,75.9,74.6,2.36,4,5,0.913,81.1,-0.293,4,maintain
0.931,77.9,53.0,2.16,1,2,0.944,81.0,0.099,3,upgrade
0.224,21.5,110.2,3.64,12,3,0.371,36.6,0.025,7,downgrade
0.851,83.5,117.0,2.49,4,6,0.858,95.6,0.118,4,upgrade
0.927,72.7,78.2,2.42,1,8,0.89,86.1,-0.44,9,maintain
0.839,53.7,95.9,2.89,0,8,0.828,66.2,0.16,8,maintain
0.879,88.9,126.2,2.65,4,7,0.811,94.4,0.153,6,upgrade
0.674,82.1,93.0,2.18,8,4,0.703,76.2,-0.124,5,maintain
0.847,45,75.7,2.66,2,1,0.84,67.1,0.063,6,maintain
0.779,72.2,82.9,2.79,3,4,0.45,62.0,0.086,4,maintain
0.689,48.7,92.1,2.64,2,1,0.84,79.9,0.006,1,maintain
0.441,48.1,142.9,3.02,12,4,0.4,62.4,-0.134,6,downgrade
0.883,77.1,71.0,2.29,0,5,0.84,77.0,0.046,10,maintain
0.907,86.2,96.8,2.17,2,6,0.786,95.8,0.14,10,upgrade
0.91,85.0,72.0,2.33,0,7,0.98,80.0,0.169,10,upgrade
0.626,63.7,114.2,2.97,7,8,0.593,79.9,-0.103,8,maintain
0.247,34.2,141.8,3.23,14,4,0.132,28.0,-0.279,4,downgrade
0.851,90.9,54.6,2.17,4,5,0.946,85.5,0.106,10,upgrade
0.241,44.4,110.5,2.69,13,4,0.35,46.5,0.031,1,downgrade
0.984,74.6,59.4,1.68,1,1,0.89,88.7,0.078,5,upgrade
0.76,53.0,98.0,2.87,5,1,0.777,78.3,-0.127,7,maintain
0.247,55.4,116.8,2.99,5,4,0.338,78,-0.003,3,downgrade
0.874,95.5,81.9,1.76,5,4,0.954,70.6,0.195,10,upgrade
0.428,36.1,115.0,3.14,7,2,0.426,45.2,-0.017,6,downgrade
0.346,36.8,151.4,3.2,13,3,0.303,29.5,-0.015,5,downgrade
0.284,35.8,116.1,4.18,9,6,0.099,35.6,-0.13,2,downgrade
0.79,55.4,115.8,2.68,3,5,0.74,56.2,0.031,5,maintain
0.623,45,93.6,3.21,4,7,0.65,76.1,0.29,4,maintain
1.0,81.8,41.9,1.9,0,2,0.934,81.8,0.126,7,upgrade
0.672,77.0,109.3,2.39,9,6,0.712,69.2,-0.121,3,maintain
0.981,88.5,61.3,2.04,1,3,0.897,91.2,-0.087,7,upgrade
0.391,36.2,135.7,3.55,9,6,0.358,33.7,-0.294,8,downgrade
0.336,25.6,147.3,4.01,12,6,0.232,36.1,-0.121,3,downgrade
0.5,72.9,73.5,2.35,4,8,0.64,58.1,-0.095,2,maintain
0.762,64.4,110.9,2.51,8,5,0.902,86.4,0.044,1,maintain
0.935,73.7,76.3,2.15,3,1,0.904,91.8,0.244,2,maintain
0.209,51.2,77.7,2.48,13,2,0.326,56.6,-0.059,5,downgrade
0.095,37.9,180,3.52,20,4,0.234,54.6,-0.119,1,downgrade
0.779,74.7,83.2,2.33,5,6,0.702,65.4,0.078,3,maintain
0.663,65.2,77.5,1.96,6,2,0.84,72.6,-0.038,10,maintain
0.263,51.2,148.1,2.79,12,5,0.051,71.4,-0.277,2,downgrade
0.265,22.1,180,3.91,14,7,0.182,35.5,-0.193,1,downgrade
0.948,83.0,80.6,1.74,0,7,0.931,82.0,0.08,8,upgrade
0.943,77.4,77.4,2.08,2,4,0.89,91.8,0.026,5,upgrade
0.924,97.1,78.9,2.27,2,7,0.861,79.3,0.245,6,upgrade
0.919,76.7,81.8,2.23,1,5,0.904,71.8,0.029,6,upgrade
0.904,86.3,80.1,2.27,3,7,0.906,78.9,0.249,8,upgrade
0.87,80.6,56.7,2.12,1,4,0.953,91.7,0.183,10,upgrade
0.887,83.2,70.4,2.24,3,3,0.961,71.5,0.08,6,upgrade
0.821,81.1,87.2,2.21,1,5,0.923,89.1,0.255,8,upgrade
0.825,82.5,46.0,1.67,2,3,0.857,88.4,-0.025,8,upgrade
0.692,67.8,54.5,1.96,1,2,0.557,58.2,-0.178,8,maintain
0.559,62.1,88.7,2.58,11,2,0.834,63.0,0.027,7,maintain
0.78,36.1,90.8,3.24,2,7,0.85,40.6,0.06,2,downgrade
0.947,77.1,62.4,2.71,3,5,0.905,93.6,0.14,10,upgrade
0.483,30.9,107.7,3.11,7,2,0.548,46.6,-0.071,6,downgrade
0.992,75.2,61.0,2.43,0,4,0.96,89.5,0.121,3,upgrade
0.244,36.0,127.5,3.08,9,5,0.16,41.7,-0.221,5,downgrade
0.394,18.2,124.8,3.52,10,1,0.546,68.4,-0.173,7,maintain
0.354,60.5,123.1,2.77,11,6,0.193,60.9,-0.31,8,downgrade
0.927,83.8,49.4,1.9,0,1,0.991,71.7,0.103,9,upgrade
0.954,88.6,59.1,1.95,0,2,0.872,86.4,-0.09,8,upgrade
0.681,69.5,96.4,2.27,4,4,0.763,72.4,-0.12,7,maintain
0.778,80.7,88.6,2.12,4,4,0.781,78.4,0.064,8,maintain
0.261,29.2,108.4,3.6,12,6,0.323,45.2,0.207,2,downgrade
0.294,12.9,171.9,3.92,15,7,0.52,5,-0.108,1,downgrade
0.925,69.8,77.4,2.07,4,1,0.945,71.5,0.151,7,upgrade
0.789,60.0,77.1,2.22,2,1,0.759,62.4,-0.161,4,maintain
0.78,68.2,123.9,2.66,6,4,0.712,61.8,0.191,3,maintain
0.546,18.9,156.6,3.51,9,7,0.601,32.1,-0.015,5,downgrade
0.897,86.7,66.7,2.01,1,4,0.933,93.9,0.027,7,upgrade
0.824,59.3,56.7,1.96,3,3,0.764,54.7,0.199,5,maintain
0.787,49.9,63.2,2.91,0,1,0.728,63.4,0.112,1,maintain
0.164,43.0,142.3,3.56,16,6,0.198,27.6,0.017,8,downgrade
0.788,87.6,47.6,1.65,1,2,0.772,84.3,-0.09,7,upgrade
0.472,28.4,180,3.78,10,6,0.245,40.7,-0.061,4,downgrade
0.643,88,64.0,2.0,8,6,0.556,79.9,0.093,8,maintain
0.908,100,71.9,1.95,1,5,0.897,92.1,-0.023,5,upgrade
0.762,75.1,116.1,2.77,3,7,0.84,59.6,0.053,2,maintain
0.15,38.2,154.1,3.66,20,6,0.2,42.4,-0.003,8,downgrade
0.864,94.7,75.5,1.96,6,7,0.966,68.2,0.16,3,upgrade
0.928,82.6,46.2,2.02,0,3,0.95,81.0,0.082,6,upgrade
0.917,100,89.7,2.03,4,5,0.908,90.1,0.023,4,upgrade
0.828,83.7,87.6,2.23,3,4,0.929,80.6,0.134,10,upgrade
0.855,68.9,69.4,2.27,0,4,0.897,91.8,0.02,9,upgrade
0.508,45,131.8,3.34,5,4,0.84,77.2,-0.015,1,maintain
0.618,82.9,93.8,2.05,8,3,0.84,71.0,0.173,8,maintain
0.73,60.0,107.0,2.75,5,2,0.702,45,-0.123,5,maintain
0.577,31.9,110.4,3.51,11,4,0.727,48.3,-0.113,1,downgrade
0.823,85.2,42.1,1.65,2,1,0.962,88.7,0.106,4,upgrade
0.265,50.9,109.4,2.44,11,4,0.387,40.8,-0.048,6,downgrade
0.349,12.3,94.0,3.51,14,2,0.283,26.1,-0.028,2,downgrade
0.342,26.2,180,4.2,14,8,0.481,29.3,-0.133,2,downgrade
0.926,92.2,104.5,2.53,1,7,0.916,91.1,0.014,9,upgrade
0.887,90.7,89.2,2.23,2,5,0.911,90.5,0.084,10,upgrade
0.896,78.0,92.7,1.92,2,6,0.85,83.1,0.061,4,upgrade
0.824,86.9,69.4,1.65,3,1,0.911,89.7,-0.223,6,maintain
0.609,60.8,86.3,2.78,5,2,0.84,76.4,0.009,4,maintain
0.935,62.7,87.8,2.17,2,6,0.879,83.8,-0.27,4,maintain
0.752,73.3,75.6,2.38,0,2,0.779,73.7,0.025,8,maintain
0.593,50.0,98.8,2.61,9,5,0.625,55.2,0.227,8,maintain
0.93,72.0,82.1,2.68,0,8,0.898,92.3,0.142,1,maintain
0.867,72.3,50.4,2.01,3,3,0.851,84.6,0.15,2,maintain
0.877,84.3,73.8,1.73,3,4,0.952,86.1,0.094,9,upgrade
0.589,88,123.6,2.58,9,8,0.758,63.0,0.021,3,maintain
0.861,85.4,91.5,2.19,4,6,0.895,88.9,0.219,3,upgrade
0.728,80.5,107.4,2.41,8,5,0.872,86.8,0.187,9,upgrade
0.906,73.6,86.4,2.29,0,4,0.949,83.2,0.238,10,upgrade
0.917,78.6,81.6,1.86,4,6,0.884,88.4,0.268,1,maintain
0.656,45,79.7,2.54,6,3,0.84,57.9,0.125,3,maintain
0.501,25.4,160.8,4.16,9,7,0.371,44.4,-0.23,4,downgrade
0.474,33.0,96.4,3.37,6,5,0.624,31.7,-0.145,1,downgrade
0.578,86.4,80.2,1.72,10,2,0.45,79.9,0.024,7,maintain
0.775,82.6,71.7,1.91,3,4,0.874,93.2,0.244,5,upgrade
0.901,62.4,88.4,2.25,3,5,0.585,62.6,0.235,5,maintain
0.27,45.3,118.1,2.94,8,6,0.295,78,0.06,4,downgrade
0.357,36.2,119.2,3.64,9,8,0.406,49.4,0.13,2,downgrade
0.929,93.1,40.2,1.51,0,2,0.961,76.7,0.199,3,upgrade
0.701,78.3,88.9,2.4,1,8,0.55,55.2,0.086,2,maintain
0.751,63.5,91.3,2.38,5,4,0.452,53.2,-0.018,3,maintain
0.846,72.6,79.3,2.05,2,2,0.951,85.0,0.021,4,upgrade
0.84,81.8,89.3,2.29,4,4,0.954,85.3,0.28,9,upgrade
0.752,68.0,69.1,2.12,4,5,0.661,53.0,-0.049,2,maintain
0.835,75.6,84.7,2.43,2,7,0.99,82.6,0.068,9,upgrade
0.954,77.6,70.2,2.28,0,7,0.934,89.9,0.083,9,upgrade
0.824,85.4,43.4,1.44,3,1,0.914,86.4,0.067,2,maintain
0.745,78.8,78.3,2.01,5,5,0.635,79.9,-0.005,2,maintain
0.983,95.4,44.9,1.63,1,3,0.887,90.7,-0.043,7,upgrade
0.886,74.4,35.5,1.78,0,1,0.924,89.2,0.16,4,upgrade
0.743,55.1,107.3,3.02,8,7,0.71,50.6,-0.203,2,maintain
0.769,88,65.8,2.2,6,4,0.634,47.7,0.037,2,maintain
0.954,68.9,91.7,2.91,0,7,0.907,92.1,0.046,5,upgrade
0.456,39.9,150.4,3.49,12,5,0.297,24.6,-0.067,2,downgrade
0.939,86.6,59.0,2.09,3,4,0.887,82.4,0.077,8,upgrade
0.761,60.2,86.4,2.34,2,1,0.692,62.0,0.001,2,maintain
0.793,73.0,99.1,2.67,3,5,0.84,51.0,0.082,4,maintain
0.902,100,54.3,1.54,0,7,0.825,94.7,0.017,7,upgrade
0.206,26.7,150.0,3.71,12,7,0.07,28.4,0.157,5,downgrade
0.874,80.4,105.9,2.56,1,7,0.888,80.4,0.085,8,upgrade
0.92,65.1,75.7,2.4,3,5,0.791,65.4,-0.2,7,maintain
0.803,79.3,68.0,1.76,5,4,0.946,80.1,-0.032,9,upgrade
0.863,75.8,116.9,2.56,4,6,0.938,81.5,0.288,10,upgrade
0.934,87.2,56.6,2.01,1,5,0.925,82.4,-0.004,3,upgrade
0.315,22.0,164.5,4.3,9,6,0.497,29.1,-0.17,7,downgrade
0.5,66.1,77.8,2.5,7,4,0.645,62.8,0.039,5,maintain
0.368,35.6,170.1,3.52,12,8,0.493,47.0,-0.16,5,downgrade
0.364,31.6,114.3,3.04,13,5,0.542,41.8,-0.086,7,downgrade
0.885,73.7,82.3,2.35,0,6,0.928,81.9,0.062,6,upgrade
0.9,82.2,79.6,2.17,3,2,0.886,86.3,-0.12,10,maintain
0.322,38.6,107.9,2.83,11,2,0.406,30.4,0.007,6,downgrade
0.53,46.0,110.8,2.8,7,1,0.608,76.3,-0.153,9,maintain
0.908,84.7,58.2,1.86,0,5,0.93,86.6,0.117,8,upgrade
0.273,17.4,114.5,3.99,7,6,0.138,5,0.095,3,downgrade
0.917,82.1,105.6,2.6,0,5,0.882,92.5,0.182,7,upgrade
0.97,73.8,58.0,2.35,2,4,0.888,85.4,0.132,4,upgrade
0.92,81.2,80.1,2.04,0,6,0.947,92.2,-0.263,5,maintain
0.573,12.2,167.2,4.31,5,4,0.44,20.4,-0.01,7,downgrade
0.932,83.2,39.3,1.56,0,5,0.888,84.2,-0.03,8,upgrade
0.826,71.1,73.3,2.55,4,7,0.877,92.3,-0.288,6,maintain
0.479,21.0,180,3.87,12,8,0.607,36.6,0.079,2,downgrade
0.863,88.6,91.8,1.9,7,6,0.875,92.0,0.101,7,upgrade
0.321,42.1,148.3,3.3,15,8,0.457,51.1,-0.036,3,downgrade
0.892,89.2,57.6,2.25,3,4,0.904,70.5,-0.015,9,upgrade
0.318,42.6,152.1,3.6,13,7,0.285,47.9,-0.097,4,downgrade
0.457,10.8,157.1,3.97,11,7,0.414,12.4,0.126,8,downgrade
0.925,92.1,52.1,1.4,4,1,0.946,81.6,0.147,7,upgrade
0.449,35.5,125.3,3.41,6,4,0.53,36.3,-0.178,7,downgrade
0.34,12.3,152.5,4.28,11,8,0.462,23.2,-0.072,6,downgrade
1.0,82.2,60.9,1.99,0,4,0.888,93.1,0.017,9,upgrade
0.403,55.5,102.0,2.6,10,3,0.476,72.1,-0.253,5,downgrade
0.603,50.3,75.2,3.34,3,7,0.649,65.7,-0.148,6,maintain
0.793,66.0,51.0,1.72,1,3,0.747,45,-0.108,4,maintain
0.954,87.2,60.3,1.91,3,2,0.897,84.0,0.232,9,upgrade
0.816,67.7,88.0,2.3,3,3,0.713,79.9,0.022,4,maintain
0.206,41.5,151.2,2.74,18,6,0.345,38.0,-0.232,7,downgrade
0.729,68.8,71.3,2.0,5,2,0.84,75.4,-0.127,10,maintain
0.85,72.3,78.2,2.33,1,5,0.823,88.6,0.183,4,upgrade
0.979,85.8,38.7,1.92,0,2,0.861,88.4,0.073,5,upgrade
0.169,17.4,180,4.1,20,7,0.213,22.3,-0.165,7,downgrade
0.674,66.4,81.8,2.37,6,7,0.57,45.6,-0.044,7,maintain
0.713,66.7,92.7,2.64,8,4,0.551,76.2,0.218,5,maintain
0.5,76.3,118.0,2.78,7,8,0.84,58.3,-0.109,7,maintain
0.833,88,83.7,2.08,6,6,0.583,45,0.187,8,maintain
0.851,84.7,69.5,2.33,0,7,0.853,91.7,0.059,5,upgrade
0.329,32.5,145.2,3.45,14,2,0.353,41.6,-0.142,1,downgrade
0.531,39.1,121.4,3.54,10,8,0.608,32.5,-0.308,4,downgrade
0.906,92.3,55.1,1.21,4,1,0.88,83.4,0.018,7,upgrade
0.272,36.4,120.1,2.9,7,2,0.388,44.5,-0.066,4,downgrade
0.416,57.4,94.9,3.21,4,7,0.434,64.8,-0.093,4,downgrade
0.568,46.0,86.8,2.74,9,1,0.681,76.4,0.301,9,maintain
0.285,36.1,161.0,3.19,13,3,0.208,42.1,-0.128,1,downgrade
0.863,87.2,79.4,2.14,6,5,0.885,93.5,-0.011,9,upgrade
0.623,63.7,79.9,2.87,7,4,0.683,66.2,-0.124,6,maintain
0.278,30.7,101.9,3.21,16,3,0.33,29.6,-0.311,1,downgrade
0.939,81.0,57.7,1.78,0,1,0.945,93.3,0.184,8,upgrade
0.828,45,112.8,2.95,3,1,0.591,54.4,0.108,1,maintain
0.477,24.0,142.2,3.43,8,4,0.575,25.2,-0.035,6,downgrade
0.798,86.7,55.7,1.77,3,2,0.87,87.0,-0.09,4,upgrade
0.381,37.5,106.3,3.1,6,4,0.457,47.9,-0.077,1,downgrade
0.976,91.5,62.6,1.51,0,7,0.824,88.5,0.161,3,upgrade
0.928,80.0,50.8,1.88,2,2,0.944,90.9,0.179,5,upgrade
0.529,85.5,83.0,2.51,3,7,0.824,62.7,-0.242,6,maintain
0.191,5.0,150.7,4.43,18,8,0.298,18.7,-0.248,6,downgrade
0.582,67.7,125.0,2.69,10,8,0.834,59.8,-0.122,7,maintain
0.299,35.2,143.0,3.1,12,4,0.481,56.0,-0.189,6,downgrade
0.882,82.0,63.0,2.25,4,3,0.948,84.2,-0.034,5,upgrade
0.754,60.0,109.9,3.04,4,6,0.724,53.9,0.074,8,maintain
0.838,60.4,96.1,2.72,3,2,0.586,69.3,0.045,2,maintain
0.667,66.3,77.5,2.05,7,5,0.573,79.9,-0.013,10,maintain
0.888,93.8,66.9,1.42,8,1,0.8,95.7,0.36,9,upgrade
0.227,50.5,145.3,3.07,9,7,0.287,74.5,-0.217,1,downgrade
0.296,25.0,129.4,3.73,13,6,0.324,5,-0.073,6,downgrade
0.786,91.4,73.2,1.72,0,6,0.755,83.8,0.052,7,upgrade
0.94,84.8,112.2,2.65,2,8,0.909,89.6,-0.032,7,maintain
0.343,11.2,180,4.25,14,8,0.473,21.5,-0.068,6,downgrade
0.319,46.4,123.3,2.9,20,3,0.417,69.2,-0.248,4,downgrade
0.201,70,79.6,2.03,10,4,0.404,78,-0.027,7,downgrade
0.92,76.7,73.6,1.87,6,5,0.944,92.8,0.137,2,maintain
0.704,76.4,80.3,1.99,2,3,0.637,62.4,-0.112,9,maintain
0.23,54.1,90.5,2.97,10,4,0.266,78,-0.153,1,downgrade
0.579,18.5,163.4,4.18,5,7,0.608,33.4,-0.238,3,downgrade
0.897,87.4,55.2,1.54,3,2,0.82,89.0,0.018,9,upgrade
0.5,63.8,91.5,2.16,6,1,0.735,51.4,0.179,3,maintain
0.575,81.7,99.4,2.21,5,7,0.568,54.4,-0.279,10,maintain
0.7,74.0,74.6,2.33,6,4,0.6,79.9,-0.124,1,maintain
0.285,36.9,107.8,2.93,10,7,0.664,31.3,-0.091,2,downgrade
0.37,27.4,135.4,3.14,9,4,0.499,54.3,-0.186,1,downgrade
0.202,11.5,127.4,3.7,5,4,0.312,34.7,0.157,4,downgrade
0.153,14.3,146.8,3.77,9,3,0.052,12.5,-0.033,7,downgrade
0.96,93.2,67.2,1.66,1,2,0.884,89.3,0.095,4,upgrade
0.545,13.3,119.1,3.75,6,5,0.672,8.8,-0.12,4,downgrade
0.561,70.3,69.7,2.37,3,1,0.651,79.9,0.013,4,maintain
0.876,74.6,85.2,2.36,4,5,0.907,82.0,-0.029,6,upgrade
0.293,30.9,158.5,3.44,13,1,0.859,87.7,0.136,1,maintain
0.785,74.6,56.6,1.37,4,1,0.84,71.6,0.261,2,maintain
0.92,81.3,76.3,2.2,3,4,0.847,83.7,-0.09,4,upgrade
0.347,21.5,118.0,4.08,8,7,0.463,16.3,0.072,5,downgrade
0.912,66.8,102.8,2.51,1,4,0.627,71.8,0.041,6,maintain
0.869,72.0,80.1,2.24,4,4,0.967,88.7,0.212,2,maintain
0.759,85.2,93.8,2.29,6,8,0.871,85.0,0.193,2,maintain
0.307,38.4,111.9,3.37,9,6,0.328,30.7,-0.161,3,downgrade
0.726,75.7,54.5,1.72,2,2,0.778,63.4,-0.072,9,maintain
0.752,60.0,125.9,2.97,5,4,0.84,62.4,0.057,1,maintain
0.223,36.2,172.6,3.87,16,7,0.396,42.5,-0.181,4,downgrade
0.858,72.0,66.6,1.87,7,2,0.909,84.0,0.013,10,upgrade
0.709,80.7,79.7,2.23,7,3,0.717,76.4,0.016,10,maintain
0.817,93.1,61.1,1.52,4,3,0.955,86.3,-0.004,8,upgrade
0.243,48.7,180,3.28,12,7,0.361,54.3,-0.021,2,downgrade
0.861,86.3,62.6,1.74,1,2,0.895,88.8,-0.022,8,upgrade
0.576,68.2,104.3,2.59,5,6,0.684,70.3,0.288,4,maintain
0.884,74.6,80.8,2.44,3,3,0.889,79.6,0.228,1,maintain
0.603,45,107.5,2.95,9,5,0.617,65.4,-0.062,3,maintain
0.881,97.0,50.9,1.26,4,3,0.841,98.6,0.019,9,upgrade
0.934,83.6,83.3,2.13,0,5,0.943,81.0,0.169,8,upgrade
0.583,68.3,86.4,2.45,7,2,0.709,65.5,0.004,9,maintain
0.896,95.7,49.7,1.8,3,3,1.0,88.5,-0.052,4,upgrade
0.753,63.5,89.1,2.62,2,2,0.604,79.9,-0.009,8,maintain
0.259,40.1,109.8,2.92,13,4,0.472,43.3,-0.182,8,downgrade
0.377,49.1,98.1,2.27,8,3,0.526,62.9,-0.026,6,downgrade
0.626,54.9,125.2,2.84,9,7,0.84,68.3,0.22,7,maintain
0.196,33.5,167.9,3.71,20,8,0.167,44.0,0.036,6,downgrade
0.575,74.3,94.4,2.38,7,7,0.5,53.0,0.015,5,maintain
0.416,31.1,164.7,3.75,10,7,0.404,43.0,-0.086,3,downgrade
0.642,78.3,42.6,1.85,2,2,0.84,45,-0.059,1,maintain
0.828,85.1,65.3,2.41,4,7,0.816,83.1,0.082,3,upgrade
0.884,83.9,50.7,1.91,2,4,0.905,88.2,0.117,7,upgrade
0.875,89.6,79.1,1.91,0,5,0.945,83.7,0.063,3,upgrade
0.174,62.4,93.8,2.27,13,2,0.297,76.9,-0.005,7,downgrade
0.318,33.8,130.9,3.41,9,5,0.251,49.7,-0.266,6,downgrade
0.39,29.2,136.9,3.48,6,2,0.377,21.6,-0.111,4,downgrade
0.839,64.2,65.5,2.38,2,5,0.8,63.8,0.078,2,maintain
0.805,83.9,75.9,2.25,1,3,0.841,95.3,-0.065,9,upgrade
0.906,83.0,48.1,1.65,1,1,0.964,81.1,-0.023,8,upgrade
0.689,59.0,75.4,2.52,3,3,0.636,75.7,-0.174,8,maintain
0.952,85.0,78.0,1.74,6,4,0.869,82.0,-0.02,4,upgrade
